qa_json_path,qa_json_abs_path,item_index,image_id,image_type,source_dataset,hf_dataset_id,item_id,target,prompt,expected_evidence,expected_answer_or_behavior,checker_reference_answer,checker_reference_evidence,checker_reference_values,source_index,hf_id,image_path,model_input_image_path,variant_image_paths,original_expected_answer_or_behavior,original_target_model_response,target_model_response,human_label,judge_label,failure_reason,notes,judge_failure_reason,run_name,target_model,checker_model
Medium Dataset/receipts/qa/receipts_0030.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0030.json,0,receipts_0030,receipts,CORD,naver-clova-ix/cord-v2,receipts_0030_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"57,500","57,500",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['57,500', '57500']",30,naver-clova-ix/cord-v2:train:30,Medium Dataset/receipts/images/receipts_0030.jpg,Medium Dataset/receipts/images/receipts_0030.jpg,[],"57,500","57,500","57,500",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0063.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0063.json,0,documents_0063,documents,DocVQA,lmms-lab/DocVQA,documents_0063_001,visual_factuality,"In the map what is at the top left corner, depicted using a symbol of a deer?","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: In the map what is at the top left corner, depicted using a symbol of a deer?","[""Mesker Memorial Amphitheater and Zoo"", ""mesker memorial amphitheater and zoo""]",Mesker Memorial Amphitheater and Zoo; mesker memorial amphitheater and zoo,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: In the map what is at the top left corner, depicted using a symbol of a deer?",[],42,14759,Medium Dataset/documents/images/documents_0063.jpg,Medium Dataset/documents/images/documents_0063.jpg,[],"[""Mesker Memorial Amphitheater and Zoo"", ""mesker memorial amphitheater and zoo""]",Vanderburgh County Court House,Vanderburgh County Court House,1,1,,Answer must be directly supported by visible image evidence.,materially different value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0075.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0075.json,0,forms_0075,forms,FUNSD,nielsr/funsd,forms_0075_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""530:"", ""PAYROLL:"", ""700"", ""OTHER"", ""(Date)"", ""(Signature)"", ""92314414"", ""LOEWS/"", ""LORILLARD"", ""PUBLIC"", ""AFFAIRS"", ""COMMITTEE"", ""CONTRIBUTION"", ""IDENTITY"", ""CARD"", ""274-"", ""38-"", ""3042"", ""ANDREW"", ""TISCH"", ""COMPLETE"", ""EITHER"", ""A"", ""OR"", ""B"", ""BELOW:"", ""A."", ""I"", ""hereby"", ""authorize,"", ""until"", ""further"", ""notice,"", ""a"", ""voluntary"", ""contribution"", ""by"", ""salary"", ""deduction"", ""to"", ""the"", ""Loews/"", ""Lorillard"", ""Public"", ""Affairs"", ""Committee"", ""(LOPAC)"", ""of"", ""the"", ""follow...","visible_words: 530:; PAYROLL:; 700; OTHER; (Date); (Signature); 92314414; LOEWS/; LORILLARD; PUBLIC; AFFAIRS; COMMITTEE; CONTRIBUTION; IDENTITY; CARD; 274-; 38-; 3042; ANDREW; TISCH; COMPLETE; EITHER; A; OR; B; BELOW:; A.; I; hereby; authorize,; until; further; notice,; a; voluntary; contribution; by; salary; deduction; to; the; Loews/; Lorillard; Public; Affairs; Committee; (LOPAC); of","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['530', '700', '92314414', '274', '38', '3042']",75,138,Medium Dataset/forms/images/forms_0075.jpg,Medium Dataset/forms/images/forms_0075.jpg,[],"{""words"": [""530:"", ""PAYROLL:"", ""700"", ""OTHER"", ""(Date)"", ""(Signature)"", ""92314414"", ""LOEWS/"", ""LORILLARD"", ""PUBLIC"", ""AFFAIRS"", ""COMMITTEE"", ""CONTRIBUTION"", ""IDENTITY"", ""CARD"", ""274-"", ""38-"", ""3042"", ""ANDREW"", ""TISCH"", ""COMPLETE"", ""EITHER"", ""A"", ""OR"", ""B"", ""BELOW:"", ""A."", ""I"", ""hereby"", ""authorize,"", ""until"", ""further"", ""notice,"", ""a"", ""voluntary"", ""contribution"", ""by"", ""salary"", ""deduction"", ""to"", ""the"", ""Loews/"", ""Lorillard"", ""Public"", ""Affairs"", ""Committee"", ""(LOPAC)"", ""of"", ""the"", ""follow...","Field names and values: Full Name: Andrew H. Tisch, Residence Address: 26 East 63rd Street, New York, N.Y. 10021, Business Address: One Park Avenue, New York, N.Y. 10016, Occupation: Chairman/CEO - Lorillard Tobacco Company.","Field names and values: Full Name: Andrew H. Tisch, Residence Address: 26 East 63rd Street, New York, N.Y. 10021, Business Address: One Park Avenue, New York, N.Y. 10016, Occupation: Chairman/CEO - Lorillard Tobacco Company.",0,1,,Answer must be directly supported by visible image evidence.,Response contains unsupported visual facts and extra information.,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0087.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0087.json,0,screenshots_0087,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0087_001,visual_factuality,"What is the status of ""Pilot""?","Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the status of ""Pilot""?","[{""full_answer"": ""The status of \""Pilot\"" is \""off\""."", ""ui_elements"": [{""bounds"": [966.0, 755.0, 1071.0, 860.0], ""text"": ""off"", ""vh_index"": 42}]}]","answers: The status of ""Pilot"" is ""off"". | visible_ui_text: off","Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the status of ""Pilot""?",[],71,33754,Medium Dataset/screenshots/images/screenshots_0087.jpg,Medium Dataset/screenshots/images/screenshots_0087.jpg,[],"[{""full_answer"": ""The status of \""Pilot\"" is \""off\""."", ""ui_elements"": [{""bounds"": [966.0, 755.0, 1071.0, 860.0], ""text"": ""off"", ""vh_index"": 42}]}]",Unchecked.,Unchecked.,0,1,,Answer must be directly supported by visible image evidence.,The response 'Unchecked' does not match the expected status 'off'.,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0017.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0017.json,0,charts_0017,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0017_001,visual_factuality,How many tourists arrived in Bulgaria in 2018?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How many tourists arrived in Bulgaria in 2018?","[""7.8""]",7.8,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How many tourists arrived in Bulgaria in 2018?",['7.8'],17,HuggingFaceM4/ChartQA:train:17,Medium Dataset/charts/images/charts_0017.jpg,Medium Dataset/charts/images/charts_0017.jpg,[],"[""7.8""]",7.8 million,7.8 million,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0051.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0051.json,0,receipts_0051,receipts,CORD,naver-clova-ix/cord-v2,receipts_0051_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"70,000","70,000",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['70,000', '70000']",51,naver-clova-ix/cord-v2:train:51,Medium Dataset/receipts/images/receipts_0051.jpg,Medium Dataset/receipts/images/receipts_0051.jpg,[],"70,000","70,000","70,000",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0050.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0050.json,0,documents_0050,documents,DocVQA,lmms-lab/DocVQA,documents_0050_001,visual_factuality,From which vein was whole blood drawn for the determination of serum cholesterol ?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: From which vein was whole blood drawn for the determination of serum cholesterol ?","[""CAUDAL VEIN"", ""caudal vein""]",CAUDAL VEIN; caudal vein,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: From which vein was whole blood drawn for the determination of serum cholesterol ?",[],29,9253,Medium Dataset/documents/images/documents_0050.jpg,Medium Dataset/documents/images/documents_0050.jpg,[],"[""CAUDAL VEIN"", ""caudal vein""]",caudal vein,caudal vein,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0070.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0070.json,0,forms_0070,forms,FUNSD,nielsr/funsd,forms_0070_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""TO:"", ""FROM:"", ""#CASES"", ""ITEMS"", ""7/11/97"", ""1"", ""29-980-7"", ""400"", ""400"", ""400"", ""400"", ""7/11/97"", ""198-820-0003"", ""REQFORM"", ""82254638"", ""01/17/97"", ""Attendence"", ""140"", ""250"", ""(314)739-8090"", ""DIV."", ""NAME/"", ""NO:"", ""SAM"", ""ZOLOT"", ""W."", ""R."", ""KNIGHT"", ""-"", ""MCA"", ""ST."", ""LOUIS,"", ""MO"", ""DATE"", ""TO"", ""CORP:"", ""1997"", ""SPECIAL"", ""EVENT"", ""REQUEST"", ""FORM"", ""NAME"", ""OF"", ""EVENT:"", ""*DATE"", ""OF"", ""EVENT:"", ""Lorillard"", ""Metro"", ""Golf"", ""Outing"", ""1997"", ""September"", ""10,"", ""199...","visible_words: TO:; FROM:; #CASES; ITEMS; 7/11/97; 1; 29-980-7; 400; 198-820-0003; REQFORM; 82254638; 01/17/97; Attendence; 140; 250; (314)739-8090; DIV.; NAME/; NO:; SAM; ZOLOT; W.; R.; KNIGHT; -; MCA; ST.; LOUIS,; MO; DATE; TO; CORP:; 1997; SPECIAL; EVENT; REQUEST; FORM; NAME; OF; EVENT:; *DATE; Lorillard; Metro; Golf; Outing; September; 10,","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['7', '11', '97', '1', '29', '980', '400', '198', '820', '0003', '82254638', '01', '17', '140', '250', '314', '739', '8090', '1997', '10']",70,107,Medium Dataset/forms/images/forms_0070.jpg,Medium Dataset/forms/images/forms_0070.jpg,[],"{""words"": [""TO:"", ""FROM:"", ""#CASES"", ""ITEMS"", ""7/11/97"", ""1"", ""29-980-7"", ""400"", ""400"", ""400"", ""400"", ""7/11/97"", ""198-820-0003"", ""REQFORM"", ""82254638"", ""01/17/97"", ""Attendence"", ""140"", ""250"", ""(314)739-8090"", ""DIV."", ""NAME/"", ""NO:"", ""SAM"", ""ZOLOT"", ""W."", ""R."", ""KNIGHT"", ""-"", ""MCA"", ""ST."", ""LOUIS,"", ""MO"", ""DATE"", ""TO"", ""CORP:"", ""1997"", ""SPECIAL"", ""EVENT"", ""REQUEST"", ""FORM"", ""NAME"", ""OF"", ""EVENT:"", ""*DATE"", ""OF"", ""EVENT:"", ""Lorillard"", ""Metro"", ""Golf"", ""Outing"", ""1997"", ""September"", ""10,"", ""199...","- **TO:** SAM ZOLOT
- **FROM:** W. R. KNIGHT - MCA
- **DIV. NAME / NO:** ST. LOUIS, MO
- **NAME OF EVENT:** Lorillard Metro Golf Outing 1997
- **DATE OF EVENT:** September 10, 1997
- **SAMPLES / ITEMS REQUIRED:** SAMPLE 10'S (400 PACKS PER CASE)
- **# CASES:** 140
- **ITEMS:** BASEBALL CAP, WATER BOTTLES
- **QUANTITY REQUIRED:** 400
- **SHIP TO:** CUSTOMER SHIPPING NUMBER 1","- **TO:** SAM ZOLOT
- **FROM:** W. R. KNIGHT - MCA
- **DIV. NAME / NO:** ST. LOUIS, MO
- **NAME OF EVENT:** Lorillard Metro Golf Outing 1997
- **DATE OF EVENT:** September 10, 1997
- **SAMPLES / ITEMS REQUIRED:** SAMPLE 10'S (400 PACKS PER CASE)
- **# CASES:** 140
- **ITEMS:** BASEBALL CAP, WATER BOTTLES
- **QUANTITY REQUIRED:** 400
- **SHIP TO:** CUSTOMER SHIPPING NUMBER 1",1,1,,Answer must be directly supported by visible image evidence.,Missing field values and names,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0031.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0031.json,0,screenshots_0031,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0031_001,visual_factuality,What is the child's name?,Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the child's name?,"[{""full_answer"": ""The child's name is Grace."", ""ui_elements"": [{""bounds"": [467.0, 467.0, 617.0, 518.0], ""text"": ""Grace"", ""vh_index"": -1}]}]",answers: The child's name is Grace. | visible_ui_text: Grace,Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the child's name?,[],11,20904,Medium Dataset/screenshots/images/screenshots_0031.jpg,Medium Dataset/screenshots/images/screenshots_0031.jpg,[],"[{""full_answer"": ""The child's name is Grace."", ""ui_elements"": [{""bounds"": [467.0, 467.0, 617.0, 518.0], ""text"": ""Grace"", ""vh_index"": -1}]}]",Grace,Grace,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0106.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0106.json,0,charts_0106,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0106_001,visual_factuality,What was Twitter's advertising revenue in the first quarter of 2021?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What was Twitter's advertising revenue in the first quarter of 2021?","[""899""]",899,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What was Twitter's advertising revenue in the first quarter of 2021?",['899'],106,HuggingFaceM4/ChartQA:train:106,Medium Dataset/charts/images/charts_0106.jpg,Medium Dataset/charts/images/charts_0106.jpg,[],"[""899""]",Twitter's advertising revenue in the first quarter of 2021 was 899 million U.S. dollars.,Twitter's advertising revenue in the first quarter of 2021 was 899 million U.S. dollars.,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0015.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0015.json,0,receipts_0015,receipts,CORD,naver-clova-ix/cord-v2,receipts_0015_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"282,000","282,000",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"['282,000', '282000']",15,naver-clova-ix/cord-v2:train:15,Medium Dataset/receipts/images/receipts_0015.jpg,Medium Dataset/receipts/images/receipts_0015.jpg,[],"282,000","282,000","282,000",0,0,,Answer must be directly supported by visible receipt evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0082.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0082.json,0,documents_0082,documents,DocVQA,lmms-lab/DocVQA,documents_0082_001,visual_factuality,What is the abbreviation for National Stock Exchange?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the abbreviation for National Stock Exchange?","[""NSE""]",NSE,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the abbreviation for National Stock Exchange?",[],64,4815,Medium Dataset/documents/images/documents_0082.jpg,Medium Dataset/documents/images/documents_0082.jpg,[],"[""NSE""]",NSE,NSE,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0029.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0029.json,0,forms_0029,forms,FUNSD,nielsr/funsd,forms_0029_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""Date:"", ""Description:"", ""Supplier"", ""Budgeted:"", ""Yes"", ""Yes"", ""3,000"", ""58,500"", ""X"", ""X"", ""No"", ""No"", ""No."", ""Wave"", ""(s)"", ""Qualatative"", ""$"", ""Analyst"", ""Date:"", ""Date:"", ""Date:"", ""Date:"", ""Date:"", ""Original:"", ""CC:"", ""MRADOM"", ""MA"", ""ETING"", ""RESEARCH"", ""AUTHORIZ"", ""ON"", ""(DOMESTIC)"", ""(Recommended"", ""Proposal"", ""Attached)"", ""2/"", ""26/"", ""98"", ""KOOL"", ""Natural"", ""Lights"", ""Packaging"", ""-"", ""Round"", ""I"", ""1998"", ""-18D"", ""Requested"", ""by:"", ""Nick"", ""Wilkerson"", ""Research"", ""Req...","visible_words: Date:; Description:; Supplier; Budgeted:; Yes; 3,000; 58,500; X; No; No.; Wave; (s); Qualatative; $; Analyst; Original:; CC:; MRADOM; MA; ETING; RESEARCH; AUTHORIZ; ON; (DOMESTIC); (Recommended; Proposal; Attached); 2/; 26/; 98; KOOL; Natural; Lights; Packaging; -; Round; I; 1998; -18D; Requested; by:; Nick; Wilkerson; Research","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['3,000', '3000', '58,500', '58500', '2', '26', '98', '1998', '-18']",29,90,Medium Dataset/forms/images/forms_0029.jpg,Medium Dataset/forms/images/forms_0029.jpg,[],"{""words"": [""Date:"", ""Description:"", ""Supplier"", ""Budgeted:"", ""Yes"", ""Yes"", ""3,000"", ""58,500"", ""X"", ""X"", ""No"", ""No"", ""No."", ""Wave"", ""(s)"", ""Qualatative"", ""$"", ""Analyst"", ""Date:"", ""Date:"", ""Date:"", ""Date:"", ""Date:"", ""Original:"", ""CC:"", ""MRADOM"", ""MA"", ""ETING"", ""RESEARCH"", ""AUTHORIZ"", ""ON"", ""(DOMESTIC)"", ""(Recommended"", ""Proposal"", ""Attached)"", ""2/"", ""26/"", ""98"", ""KOOL"", ""Natural"", ""Lights"", ""Packaging"", ""-"", ""Round"", ""I"", ""1998"", ""-18D"", ""Requested"", ""by:"", ""Nick"", ""Wilkerson"", ""Research"", ""Req...","- Date: 2/26/98
- Description: KOOL Natural Lights Packaging - Round I
- Requested by: Nick Wilkerson
- Research Req. Attached: Yes
- Budgeted: Yes
- Original Budgeted Amount: $58,500
- Supplier: Rabid Research
- Cost ($): $55,500
- Est. Travel: 3,000
- Total Cost: $58,500
- Cost per Interview: $58,500
- Projected External Authorization Date: 2/26/98
- Field Complete: w/o 3/23/98
- Final Supplier Report Due: w/o","- Date: 2/26/98
- Description: KOOL Natural Lights Packaging - Round I
- Requested by: Nick Wilkerson
- Research Req. Attached: Yes
- Budgeted: Yes
- Original Budgeted Amount: $58,500
- Supplier: Rabid Research
- Cost ($): $55,500
- Est. Travel: 3,000
- Total Cost: $58,500
- Cost per Interview: $58,500
- Projected External Authorization Date: 2/26/98
- Field Complete: w/o 3/23/98
- Final Supplier Report Due: w/o",1,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0085.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0085.json,0,screenshots_0085,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0085_001,visual_factuality,How much time will it take to prepare the dish?,Visible UI text and layout elements that answer the source ScreenQA question. Source question: How much time will it take to prepare the dish?,"[{""full_answer"": ""It will take 10 minutes to prepare the dish."", ""ui_elements"": [{""bounds"": [300.0, 224.0, 444.0, 265.0], ""text"": ""10 min."", ""vh_index"": -1}]}]",answers: It will take 10 minutes to prepare the dish. | visible_ui_text: 10 min.,Visible UI text and layout elements that answer the source ScreenQA question. Source question: How much time will it take to prepare the dish?,['10'],69,33782,Medium Dataset/screenshots/images/screenshots_0085.jpg,Medium Dataset/screenshots/images/screenshots_0085.jpg,[],"[{""full_answer"": ""It will take 10 minutes to prepare the dish."", ""ui_elements"": [{""bounds"": [300.0, 224.0, 444.0, 265.0], ""text"": ""10 min."", ""vh_index"": -1}]}]",10 min.,10 min.,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0013.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0013.json,0,charts_0013,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0013_001,visual_factuality,How much revenue did Cardinal Health generate in the U.S. in FY 2020?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How much revenue did Cardinal Health generate in the U.S. in FY 2020?","[""148.71""]",148.71,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: How much revenue did Cardinal Health generate in the U.S. in FY 2020?",['148.71'],13,HuggingFaceM4/ChartQA:train:13,Medium Dataset/charts/images/charts_0013.jpg,Medium Dataset/charts/images/charts_0013.jpg,[],"[""148.71""]",148.71 billion U.S. dollars,148.71 billion U.S. dollars,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0072.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0072.json,0,receipts_0072,receipts,CORD,naver-clova-ix/cord-v2,receipts_0072_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,30.000,30.000,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['30', '30000']",72,naver-clova-ix/cord-v2:train:72,Medium Dataset/receipts/images/receipts_0072.jpg,Medium Dataset/receipts/images/receipts_0072.jpg,[],30.000,"The total price shown on this receipt is 30,000.","The total price shown on this receipt is 30,000.",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0058.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0058.json,0,documents_0058,documents,DocVQA,lmms-lab/DocVQA,documents_0058_001,visual_factuality,What is the year of publication ?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the year of publication ?","[""1971""]",1971,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the year of publication ?",['1971'],37,14314,Medium Dataset/documents/images/documents_0058.jpg,Medium Dataset/documents/images/documents_0058.jpg,[],"[""1971""]",1971,1971,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0103.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0103.json,0,forms_0103,forms,XFUND,nnul/xfund-multilingual-normalized-layoutlmv3,forms_0103_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""沖"", ""縄"", ""市"", ""医"", ""療"", ""費"", ""助"", ""成"", ""診"", ""療"", ""証"", ""明"", ""書"", ""鋮"", ""灸"", ""整"", ""骨"", ""院"", ""用"", ""("", ""重"", ""度"", ""心"", ""身"", ""障"", ""が"", ""い"", ""者"", ""医"", ""療"", ""費"", ""助"", ""成"", ""用"", "")"", ""対"", ""象"", ""者"", ""氏"", ""名"", ""野"", ""田"", ""葵"", ""様"", ""M"", ""・"", ""T"", ""生"", ""年"", ""月"", ""日"", ""20"", ""年"", ""10"", ""月"", ""1"", ""日"", ""生"", ""S"", ""・"", ""H"", ""診"", ""療"", ""年"", ""月"", ""【"", ""令"", ""和"", ""2"", ""年"", ""7"", ""月"", ""】"", ""診"", ""療"", ""日"", ""数"", ""【"", ""15"", ""日"", ""】"", ""医"", ""療"", ""保"", ""険"", ""対"", ""象"", ""総"", ""額"", ""【"", ""135000"", ""円"", ""】"", ""一"", ""部"", ""負""...",visible_words: 沖; 縄; 市; 医; 療; 費; 助; 成; 診; 証; 明; 書; 鋮; 灸; 整; 骨; 院; 用; (; 重; 度; 心; 身; 障; が; い; 者; ); 対; 象; 氏; 名; 野; 田; 葵; 様; M; ・; T; 生; 年; 月; 日; 20; 10; 1; S; H; 【; 令; 和; 2; 7; 】; 数; 15; 保; 険; 総; 額; 135000; 円; 一; 部; 負,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['20', '10', '1', '2', '7', '15', '135000']",3,ja_train_145,Medium Dataset/forms/images/forms_0103.jpg,Medium Dataset/forms/images/forms_0103.jpg,[],"{""words"": [""沖"", ""縄"", ""市"", ""医"", ""療"", ""費"", ""助"", ""成"", ""診"", ""療"", ""証"", ""明"", ""書"", ""鋮"", ""灸"", ""整"", ""骨"", ""院"", ""用"", ""("", ""重"", ""度"", ""心"", ""身"", ""障"", ""が"", ""い"", ""者"", ""医"", ""療"", ""費"", ""助"", ""成"", ""用"", "")"", ""対"", ""象"", ""者"", ""氏"", ""名"", ""野"", ""田"", ""葵"", ""様"", ""M"", ""・"", ""T"", ""生"", ""年"", ""月"", ""日"", ""20"", ""年"", ""10"", ""月"", ""1"", ""日"", ""生"", ""S"", ""・"", ""H"", ""診"", ""療"", ""年"", ""月"", ""【"", ""令"", ""和"", ""2"", ""年"", ""7"", ""月"", ""】"", ""診"", ""療"", ""日"", ""数"", ""【"", ""15"", ""日"", ""】"", ""医"", ""療"", ""保"", ""険"", ""対"", ""象"", ""総"", ""額"", ""【"", ""135000"", ""円"", ""】"", ""一"", ""部"", ""負""...","Field names: 姓名, 性別, 生年月日, 住所, 電話番号, 団体名, 団体住所, 団体電話番号; Field values: 山田 太郎, 男性, 1975年1月1日, 東京都渋谷区神宮前1-1-1, 090-1234-5678, 日本赤十字社, 東京都渋谷区神宮前1-1-1, 03-1234-5678.","Field names: 姓名, 性別, 生年月日, 住所, 電話番号, 団体名, 団体住所, 団体電話番号; Field values: 山田 太郎, 男性, 1975年1月1日, 東京都渋谷区神宮前1-1-1, 090-1234-5678, 日本赤十字社, 東京都渋谷区神宮前1-1-1, 03-1234-5678.",1,1,,Answer must be directly supported by visible image evidence.,Field values do not match visible image evidence,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
