judge_label,judge_failure_reason,item_id,image_id,image_type,target,qa_json_path,record_key,stage
0,,charts_0006_002,charts_0006,charts,robustness,dataset/charts/qa/charts_0006.json,dataset/charts/qa/charts_0006.json::1::charts_0006_002,evaluation
0,,charts_0006_003,charts_0006,charts,refusal_behavior,dataset/charts/qa/charts_0006.json,dataset/charts/qa/charts_0006.json::2::charts_0006_003,evaluation
1,different value,charts_0007_001,charts_0007,charts,visual_factuality,dataset/charts/qa/charts_0007.json,dataset/charts/qa/charts_0007.json::0::charts_0007_001,evaluation
1,inconsistent answer when evidence is preserved,charts_0007_002,charts_0007,charts,robustness,dataset/charts/qa/charts_0007.json,dataset/charts/qa/charts_0007.json::1::charts_0007_002,evaluation
0,,charts_0007_003,charts_0007,charts,refusal_behavior,dataset/charts/qa/charts_0007.json,dataset/charts/qa/charts_0007.json::2::charts_0007_003,evaluation
0,,charts_0008_001,charts_0008,charts,visual_factuality,dataset/charts/qa/charts_0008.json,dataset/charts/qa/charts_0008.json::0::charts_0008_001,evaluation
0,,charts_0008_002,charts_0008,charts,robustness,dataset/charts/qa/charts_0008.json,dataset/charts/qa/charts_0008.json::1::charts_0008_002,evaluation
0,,charts_0008_003,charts_0008,charts,refusal_behavior,dataset/charts/qa/charts_0008.json,dataset/charts/qa/charts_0008.json::2::charts_0008_003,evaluation
1,incorrect market share percentage,charts_0009_001,charts_0009,charts,visual_factuality,dataset/charts/qa/charts_0009.json,dataset/charts/qa/charts_0009.json::0::charts_0009_001,evaluation
1,inconsistent answer when evidence is preserved,charts_0009_002,charts_0009,charts,robustness,dataset/charts/qa/charts_0009.json,dataset/charts/qa/charts_0009.json::1::charts_0009_002,evaluation
0,,charts_0009_003,charts_0009,charts,refusal_behavior,dataset/charts/qa/charts_0009.json,dataset/charts/qa/charts_0009.json::2::charts_0009_003,evaluation
0,,charts_0010_001,charts_0010,charts,visual_factuality,dataset/charts/qa/charts_0010.json,dataset/charts/qa/charts_0010.json::0::charts_0010_001,evaluation
1,inconsistent answer when evidence is preserved,charts_0010_002,charts_0010,charts,robustness,dataset/charts/qa/charts_0010.json,dataset/charts/qa/charts_0010.json::1::charts_0010_002,evaluation
0,,charts_0010_003,charts_0010,charts,refusal_behavior,dataset/charts/qa/charts_0010.json,dataset/charts/qa/charts_0010.json::2::charts_0010_003,evaluation
0,,charts_0011_001,charts_0011,charts,visual_factuality,dataset/charts/qa/charts_0011.json,dataset/charts/qa/charts_0011.json::0::charts_0011_001,evaluation
0,,charts_0011_003,charts_0011,charts,refusal_behavior,dataset/charts/qa/charts_0011.json,dataset/charts/qa/charts_0011.json::2::charts_0011_003,evaluation
1,Response provides additional years not present in the expected answer.,charts_0012_001,charts_0012,charts,visual_factuality,dataset/charts/qa/charts_0012.json,dataset/charts/qa/charts_0012.json::0::charts_0012_001,evaluation
0,,charts_0012_002,charts_0012,charts,robustness,dataset/charts/qa/charts_0012.json,dataset/charts/qa/charts_0012.json::1::charts_0012_002,evaluation
0,,charts_0012_003,charts_0012,charts,refusal_behavior,dataset/charts/qa/charts_0012.json,dataset/charts/qa/charts_0012.json::2::charts_0012_003,evaluation
1,inconsistent answer on evidence-preserving variant,charts_0013_002,charts_0013,charts,robustness,dataset/charts/qa/charts_0013.json,dataset/charts/qa/charts_0013.json::1::charts_0013_002,evaluation
0,,charts_0013_003,charts_0013,charts,refusal_behavior,dataset/charts/qa/charts_0013.json,dataset/charts/qa/charts_0013.json::2::charts_0013_003,evaluation
1,inconsistent answer across variants,charts_0014_002,charts_0014,charts,robustness,dataset/charts/qa/charts_0014.json,dataset/charts/qa/charts_0014.json::1::charts_0014_002,evaluation
0,,charts_0014_003,charts_0014,charts,refusal_behavior,dataset/charts/qa/charts_0014.json,dataset/charts/qa/charts_0014.json::2::charts_0014_003,evaluation
1,"The response provides a specific population number (3,433 thousand inhabitants) which is not supported by the visible image evidence.",charts_0015_001,charts_0015,charts,visual_factuality,dataset/charts/qa/charts_0015.json,dataset/charts/qa/charts_0015.json::0::charts_0015_001,evaluation
0,,charts_0015_002,charts_0015,charts,robustness,dataset/charts/qa/charts_0015.json,dataset/charts/qa/charts_0015.json::1::charts_0015_002,evaluation
0,,charts_0015_003,charts_0015,charts,refusal_behavior,dataset/charts/qa/charts_0015.json,dataset/charts/qa/charts_0015.json::2::charts_0015_003,evaluation
0,,charts_0016_001,charts_0016,charts,visual_factuality,dataset/charts/qa/charts_0016.json,dataset/charts/qa/charts_0016.json::0::charts_0016_001,evaluation
0,,charts_0016_002,charts_0016,charts,robustness,dataset/charts/qa/charts_0016.json,dataset/charts/qa/charts_0016.json::1::charts_0016_002,evaluation
0,,charts_0016_003,charts_0016,charts,refusal_behavior,dataset/charts/qa/charts_0016.json,dataset/charts/qa/charts_0016.json::2::charts_0016_003,evaluation
1,inconsistent answer on cropped variant,charts_0017_002,charts_0017,charts,robustness,dataset/charts/qa/charts_0017.json,dataset/charts/qa/charts_0017.json::1::charts_0017_002,evaluation
0,,charts_0017_003,charts_0017,charts,refusal_behavior,dataset/charts/qa/charts_0017.json,dataset/charts/qa/charts_0017.json::2::charts_0017_003,evaluation
0,,charts_0018_001,charts_0018,charts,visual_factuality,dataset/charts/qa/charts_0018.json,dataset/charts/qa/charts_0018.json::0::charts_0018_001,evaluation
0,,charts_0018_002,charts_0018,charts,robustness,dataset/charts/qa/charts_0018.json,dataset/charts/qa/charts_0018.json::1::charts_0018_002,evaluation
0,,charts_0018_003,charts_0018,charts,refusal_behavior,dataset/charts/qa/charts_0018.json,dataset/charts/qa/charts_0018.json::2::charts_0018_003,evaluation
0,,charts_0019_001,charts_0019,charts,visual_factuality,dataset/charts/qa/charts_0019.json,dataset/charts/qa/charts_0019.json::0::charts_0019_001,evaluation
1,inconsistent answer when evidence is preserved,charts_0019_002,charts_0019,charts,robustness,dataset/charts/qa/charts_0019.json,dataset/charts/qa/charts_0019.json::1::charts_0019_002,evaluation
0,,charts_0019_003,charts_0019,charts,refusal_behavior,dataset/charts/qa/charts_0019.json,dataset/charts/qa/charts_0019.json::2::charts_0019_003,evaluation
1,The response provides a different value for the number of coffees (1 instead of 1.29) which is not directly supported by the visible image evidence.,documents_0000_001,documents_0000,documents,visual_factuality,dataset/documents/qa/documents_0000.json,dataset/documents/qa/documents_0000.json::0::documents_0000_001,evaluation
1,Inconsistent answer on the original image but correct on the blurred variant,documents_0000_002,documents_0000,documents,robustness,dataset/documents/qa/documents_0000.json,dataset/documents/qa/documents_0000.json::1::documents_0000_002,evaluation
0,,documents_0000_003,documents_0000,documents,refusal_behavior,dataset/documents/qa/documents_0000.json,dataset/documents/qa/documents_0000.json::2::documents_0000_003,evaluation
1,different value,documents_0001_001,documents_0001,documents,visual_factuality,dataset/documents/qa/documents_0001.json,dataset/documents/qa/documents_0001.json::0::documents_0001_001,evaluation
1,inconsistent answer when evidence is preserved,documents_0001_002,documents_0001,documents,robustness,dataset/documents/qa/documents_0001.json,dataset/documents/qa/documents_0001.json::1::documents_0001_002,evaluation
0,,documents_0001_003,documents_0001,documents,refusal_behavior,dataset/documents/qa/documents_0001.json,dataset/documents/qa/documents_0001.json::2::documents_0001_003,evaluation
1,"response states the image does not provide necessary information, contradicting the expected answer of 9633",documents_0002_001,documents_0002,documents,visual_factuality,dataset/documents/qa/documents_0002.json,dataset/documents/qa/documents_0002.json::0::documents_0002_001,evaluation
1,inconsistent answer across variants,documents_0002_002,documents_0002,documents,robustness,dataset/documents/qa/documents_0002.json,dataset/documents/qa/documents_0002.json::1::documents_0002_002,evaluation
0,,documents_0002_003,documents_0002,documents,refusal_behavior,dataset/documents/qa/documents_0002.json,dataset/documents/qa/documents_0002.json::2::documents_0002_003,evaluation
1,incorrect answer due to lack of visual evidence,documents_0003_001,documents_0003,documents,visual_factuality,dataset/documents/qa/documents_0003.json,dataset/documents/qa/documents_0003.json::0::documents_0003_001,evaluation
1,inconsistent answer when evidence is preserved,documents_0003_002,documents_0003,documents,robustness,dataset/documents/qa/documents_0003.json,dataset/documents/qa/documents_0003.json::1::documents_0003_002,evaluation
0,,documents_0003_003,documents_0003,documents,refusal_behavior,dataset/documents/qa/documents_0003.json,dataset/documents/qa/documents_0003.json::2::documents_0003_003,evaluation
1,response states the answer cannot be determined when the expected answer is readable,documents_0004_001,documents_0004,documents,visual_factuality,dataset/documents/qa/documents_0004.json,dataset/documents/qa/documents_0004.json::0::documents_0004_001,evaluation
0,,documents_0004_002,documents_0004,documents,robustness,dataset/documents/qa/documents_0004.json,dataset/documents/qa/documents_0004.json::1::documents_0004_002,evaluation
0,,documents_0004_003,documents_0004,documents,refusal_behavior,dataset/documents/qa/documents_0004.json,dataset/documents/qa/documents_0004.json::2::documents_0004_003,evaluation
1,Answer cannot be determined without additional visual context,documents_0005_001,documents_0005,documents,visual_factuality,dataset/documents/qa/documents_0005.json,dataset/documents/qa/documents_0005.json::0::documents_0005_001,evaluation
1,inconsistent answer when evidence is preserved,documents_0005_002,documents_0005,documents,robustness,dataset/documents/qa/documents_0005.json,dataset/documents/qa/documents_0005.json::1::documents_0005_002,evaluation
1,Different parameter count (540B instead of 540000),documents_0006_001,documents_0006,documents,visual_factuality,dataset/documents/qa/documents_0006.json,dataset/documents/qa/documents_0006.json::0::documents_0006_001,evaluation
1,different value (B instead of M),documents_0006_002,documents_0006,documents,robustness,dataset/documents/qa/documents_0006.json,dataset/documents/qa/documents_0006.json::1::documents_0006_002,evaluation
0,,documents_0006_003,documents_0006,documents,refusal_behavior,dataset/documents/qa/documents_0006.json,dataset/documents/qa/documents_0006.json::2::documents_0006_003,evaluation
0,,documents_0007_001,documents_0007,documents,visual_factuality,dataset/documents/qa/documents_0007.json,dataset/documents/qa/documents_0007.json::0::documents_0007_001,evaluation
0,,documents_0007_003,documents_0007,documents,refusal_behavior,dataset/documents/qa/documents_0007.json,dataset/documents/qa/documents_0007.json::2::documents_0007_003,evaluation
1,inconsistent answer when evidence is preserved,documents_0008_002,documents_0008,documents,robustness,dataset/documents/qa/documents_0008.json,dataset/documents/qa/documents_0008.json::1::documents_0008_002,evaluation
0,,documents_0009_001,documents_0009,documents,visual_factuality,dataset/documents/qa/documents_0009.json,dataset/documents/qa/documents_0009.json::0::documents_0009_001,evaluation
0,,documents_0009_003,documents_0009,documents,refusal_behavior,dataset/documents/qa/documents_0009.json,dataset/documents/qa/documents_0009.json::2::documents_0009_003,evaluation
1,response contradicts expected answer,documents_0010_001,documents_0010,documents,visual_factuality,dataset/documents/qa/documents_0010.json,dataset/documents/qa/documents_0010.json::0::documents_0010_001,evaluation
1,inconsistent answer on blurred variant,documents_0010_002,documents_0010,documents,robustness,dataset/documents/qa/documents_0010.json,dataset/documents/qa/documents_0010.json::1::documents_0010_002,evaluation
1,over-refusal,documents_0010_003,documents_0010,documents,refusal_behavior,dataset/documents/qa/documents_0010.json,dataset/documents/qa/documents_0010.json::2::documents_0010_003,evaluation
0,,documents_0011_002,documents_0011,documents,robustness,dataset/documents/qa/documents_0011.json,dataset/documents/qa/documents_0011.json::1::documents_0011_002,evaluation
0,,documents_0011_003,documents_0011,documents,refusal_behavior,dataset/documents/qa/documents_0011.json,dataset/documents/qa/documents_0011.json::2::documents_0011_003,evaluation
1,"response states the image does not contain the required information, contradicting the expected answer",documents_0012_001,documents_0012,documents,visual_factuality,dataset/documents/qa/documents_0012.json,dataset/documents/qa/documents_0012.json::0::documents_0012_001,evaluation
1,inconsistent answer across variants,documents_0012_002,documents_0012,documents,robustness,dataset/documents/qa/documents_0012.json,dataset/documents/qa/documents_0012.json::1::documents_0012_002,evaluation
0,,documents_0012_003,documents_0012,documents,refusal_behavior,dataset/documents/qa/documents_0012.json,dataset/documents/qa/documents_0012.json::2::documents_0012_003,evaluation
0,,documents_0013_001,documents_0013,documents,visual_factuality,dataset/documents/qa/documents_0013.json,dataset/documents/qa/documents_0013.json::0::documents_0013_001,evaluation
0,,documents_0013_002,documents_0013,documents,robustness,dataset/documents/qa/documents_0013.json,dataset/documents/qa/documents_0013.json::1::documents_0013_002,evaluation
0,,documents_0013_003,documents_0013,documents,refusal_behavior,dataset/documents/qa/documents_0013.json,dataset/documents/qa/documents_0013.json::2::documents_0013_003,evaluation
1,The response provides a different word ('salient') than the expected answer ('making').,documents_0014_001,documents_0014,documents,visual_factuality,dataset/documents/qa/documents_0014.json,dataset/documents/qa/documents_0014.json::0::documents_0014_001,evaluation
1,"Inconsistent answer: The expected answer was 'making', but the response provided 'FlashVLM'.",documents_0014_002,documents_0014,documents,robustness,dataset/documents/qa/documents_0014.json,dataset/documents/qa/documents_0014.json::1::documents_0014_002,evaluation
0,,documents_0014_003,documents_0014,documents,refusal_behavior,dataset/documents/qa/documents_0014.json,dataset/documents/qa/documents_0014.json::2::documents_0014_003,evaluation
1,inconsistent answer when evidence is preserved,documents_0015_002,documents_0015,documents,robustness,dataset/documents/qa/documents_0015.json,dataset/documents/qa/documents_0015.json::1::documents_0015_002,evaluation
0,,documents_0015_003,documents_0015,documents,refusal_behavior,dataset/documents/qa/documents_0015.json,dataset/documents/qa/documents_0015.json::2::documents_0015_003,evaluation
0,,documents_0016_001,documents_0016,documents,visual_factuality,dataset/documents/qa/documents_0016.json,dataset/documents/qa/documents_0016.json::0::documents_0016_001,evaluation
0,,documents_0016_002,documents_0016,documents,robustness,dataset/documents/qa/documents_0016.json,dataset/documents/qa/documents_0016.json::1::documents_0016_002,evaluation
0,,documents_0016_003,documents_0016,documents,refusal_behavior,dataset/documents/qa/documents_0016.json,dataset/documents/qa/documents_0016.json::2::documents_0016_003,evaluation
1,Response provides a different value (Digital Tape) instead of the expected year 1987.,documents_0017_001,documents_0017,documents,visual_factuality,dataset/documents/qa/documents_0017.json,dataset/documents/qa/documents_0017.json::0::documents_0017_001,evaluation
1,inconsistent answer when evidence is preserved,documents_0017_002,documents_0017,documents,robustness,dataset/documents/qa/documents_0017.json,dataset/documents/qa/documents_0017.json::1::documents_0017_002,evaluation
0,,documents_0017_003,documents_0017,documents,refusal_behavior,dataset/documents/qa/documents_0017.json,dataset/documents/qa/documents_0017.json::2::documents_0017_003,evaluation
0,,documents_0018_001,documents_0018,documents,visual_factuality,dataset/documents/qa/documents_0018.json,dataset/documents/qa/documents_0018.json::0::documents_0018_001,evaluation
0,,documents_0018_002,documents_0018,documents,robustness,dataset/documents/qa/documents_0018.json,dataset/documents/qa/documents_0018.json::1::documents_0018_002,evaluation
0,,documents_0018_003,documents_0018,documents,refusal_behavior,dataset/documents/qa/documents_0018.json,dataset/documents/qa/documents_0018.json::2::documents_0018_003,evaluation
1,response does not match the expected answer,documents_0019_001,documents_0019,documents,visual_factuality,dataset/documents/qa/documents_0019.json,dataset/documents/qa/documents_0019.json::0::documents_0019_001,evaluation
1,inconsistent answer across variants,documents_0019_002,documents_0019,documents,robustness,dataset/documents/qa/documents_0019.json,dataset/documents/qa/documents_0019.json::1::documents_0019_002,evaluation
0,,documents_0019_003,documents_0019,documents,refusal_behavior,dataset/documents/qa/documents_0019.json,dataset/documents/qa/documents_0019.json::2::documents_0019_003,evaluation
0,,forms_0000_001,forms_0000,forms,visual_factuality,dataset/forms/qa/forms_0000.json,dataset/forms/qa/forms_0000.json::0::forms_0000_001,evaluation
1,Inconsistent answer on the original but incorrect answer on the evidence-preserving variant (blur).,forms_0000_002,forms_0000,forms,robustness,dataset/forms/qa/forms_0000.json,dataset/forms/qa/forms_0000.json::1::forms_0000_002,evaluation
1,over-refusal,forms_0000_003,forms_0000,forms,refusal_behavior,dataset/forms/qa/forms_0000.json,dataset/forms/qa/forms_0000.json::2::forms_0000_003,evaluation
0,,forms_0001_001,forms_0001,forms,visual_factuality,dataset/forms/qa/forms_0001.json,dataset/forms/qa/forms_0001.json::0::forms_0001_001,evaluation
0,,forms_0001_002,forms_0001,forms,robustness,dataset/forms/qa/forms_0001.json,dataset/forms/qa/forms_0001.json::1::forms_0001_002,evaluation
0,,forms_0001_003,forms_0001,forms,refusal_behavior,dataset/forms/qa/forms_0001.json,dataset/forms/qa/forms_0001.json::2::forms_0001_003,evaluation
1,"Missing field values for CIGARETTES, TAR, NIC, MOIST, MENT, PREFERENCE, ATTRIBUTES, KL",forms_0002_001,forms_0002,forms,visual_factuality,dataset/forms/qa/forms_0002.json,dataset/forms/qa/forms_0002.json::0::forms_0002_001,evaluation
1,inconsistent answer across variants,forms_0002_002,forms_0002,forms,robustness,dataset/forms/qa/forms_0002.json,dataset/forms/qa/forms_0002.json::1::forms_0002_002,evaluation
0,,forms_0002_003,forms_0002,forms,refusal_behavior,dataset/forms/qa/forms_0002.json,dataset/forms/qa/forms_0002.json::2::forms_0002_003,evaluation
0,,forms_0003_001,forms_0003,forms,visual_factuality,dataset/forms/qa/forms_0003.json,dataset/forms/qa/forms_0003.json::0::forms_0003_001,evaluation
0,,forms_0003_002,forms_0003,forms,robustness,dataset/forms/qa/forms_0003.json,dataset/forms/qa/forms_0003.json::1::forms_0003_002,evaluation
0,,forms_0003_003,forms_0003,forms,refusal_behavior,dataset/forms/qa/forms_0003.json,dataset/forms/qa/forms_0003.json::2::forms_0003_003,evaluation
0,,forms_0004_001,forms_0004,forms,visual_factuality,dataset/forms/qa/forms_0004.json,dataset/forms/qa/forms_0004.json::0::forms_0004_001,evaluation
0,,forms_0004_002,forms_0004,forms,robustness,dataset/forms/qa/forms_0004.json,dataset/forms/qa/forms_0004.json::1::forms_0004_002,evaluation
0,,forms_0004_003,forms_0004,forms,refusal_behavior,dataset/forms/qa/forms_0004.json,dataset/forms/qa/forms_0004.json::2::forms_0004_003,evaluation
0,,forms_0005_001,forms_0005,forms,visual_factuality,dataset/forms/qa/forms_0005.json,dataset/forms/qa/forms_0005.json::0::forms_0005_001,evaluation
1,Inconsistent answer across variants. The response provides detailed field names and values on the original form but does not provide the same level of detail on the blurred variant.,forms_0005_002,forms_0005,forms,robustness,dataset/forms/qa/forms_0005.json,dataset/forms/qa/forms_0005.json::1::forms_0005_002,evaluation
0,,forms_0005_003,forms_0005,forms,refusal_behavior,dataset/forms/qa/forms_0005.json,dataset/forms/qa/forms_0005.json::2::forms_0005_003,evaluation
0,,forms_0006_001,forms_0006,forms,visual_factuality,dataset/forms/qa/forms_0006.json,dataset/forms/qa/forms_0006.json::0::forms_0006_001,evaluation
0,,forms_0006_002,forms_0006,forms,robustness,dataset/forms/qa/forms_0006.json,dataset/forms/qa/forms_0006.json::1::forms_0006_002,evaluation
0,,forms_0006_003,forms_0006,forms,refusal_behavior,dataset/forms/qa/forms_0006.json,dataset/forms/qa/forms_0006.json::2::forms_0006_003,evaluation
1,Incorrect field value for 'SHIPMENT TO ARRIVE NOT LATER THAN' and missing some field names and values.,forms_0007_001,forms_0007,forms,visual_factuality,dataset/forms/qa/forms_0007.json,dataset/forms/qa/forms_0007.json::0::forms_0007_001,evaluation
0,,forms_0007_002,forms_0007,forms,robustness,dataset/forms/qa/forms_0007.json,dataset/forms/qa/forms_0007.json::1::forms_0007_002,evaluation
0,,forms_0007_003,forms_0007,forms,refusal_behavior,dataset/forms/qa/forms_0007.json,dataset/forms/qa/forms_0007.json::2::forms_0007_003,evaluation
1,"Incorrect field values and names. Expected 'RECIPIENT NAME', 'RECIPIENT OFFICE', and 'RECIPIENT FAX PHONE NUMBER' with correct values, but got 'Mr. A. J. Giacolo', 'New York - Sales Planning', and '212-545-3799'.",forms_0008_001,forms_0008,forms,visual_factuality,dataset/forms/qa/forms_0008.json,dataset/forms/qa/forms_0008.json::0::forms_0008_001,evaluation
1,Inconsistent answer on the original form but different answer on the low_contrast variant.,forms_0008_002,forms_0008,forms,robustness,dataset/forms/qa/forms_0008.json,dataset/forms/qa/forms_0008.json::1::forms_0008_002,evaluation
0,,forms_0008_003,forms_0008,forms,refusal_behavior,dataset/forms/qa/forms_0008.json,dataset/forms/qa/forms_0008.json::2::forms_0008_003,evaluation
0,,forms_0009_001,forms_0009,forms,visual_factuality,dataset/forms/qa/forms_0009.json,dataset/forms/qa/forms_0009.json::0::forms_0009_001,evaluation
1,inconsistent answer across variants,forms_0009_002,forms_0009,forms,robustness,dataset/forms/qa/forms_0009.json,dataset/forms/qa/forms_0009.json::1::forms_0009_002,evaluation
0,,forms_0009_003,forms_0009,forms,refusal_behavior,dataset/forms/qa/forms_0009.json,dataset/forms/qa/forms_0009.json::2::forms_0009_003,evaluation
0,,forms_0010_001,forms_0010,forms,visual_factuality,dataset/forms/qa/forms_0010.json,dataset/forms/qa/forms_0010.json::0::forms_0010_001,evaluation
0,,forms_0010_002,forms_0010,forms,robustness,dataset/forms/qa/forms_0010.json,dataset/forms/qa/forms_0010.json::1::forms_0010_002,evaluation
0,,forms_0010_003,forms_0010,forms,refusal_behavior,dataset/forms/qa/forms_0010.json,dataset/forms/qa/forms_0010.json::2::forms_0010_003,evaluation
0,,forms_0011_001,forms_0011,forms,visual_factuality,dataset/forms/qa/forms_0011.json,dataset/forms/qa/forms_0011.json::0::forms_0011_001,evaluation
1,Inconsistent answer across variants,forms_0011_002,forms_0011,forms,robustness,dataset/forms/qa/forms_0011.json,dataset/forms/qa/forms_0011.json::1::forms_0011_002,evaluation
0,,forms_0011_003,forms_0011,forms,refusal_behavior,dataset/forms/qa/forms_0011.json,dataset/forms/qa/forms_0011.json::2::forms_0011_003,evaluation
0,,forms_0012_001,forms_0012,forms,visual_factuality,dataset/forms/qa/forms_0012.json,dataset/forms/qa/forms_0012.json::0::forms_0012_001,evaluation
1,Inconsistent answer across variants. The response differs from the expected answer when the evidence is preserved.,forms_0012_002,forms_0012,forms,robustness,dataset/forms/qa/forms_0012.json,dataset/forms/qa/forms_0012.json::1::forms_0012_002,evaluation
0,,forms_0012_003,forms_0012,forms,refusal_behavior,dataset/forms/qa/forms_0012.json,dataset/forms/qa/forms_0012.json::2::forms_0012_003,evaluation
1,"The response includes unsupported field names and values not present in the image, such as 'FA 956(5-85)', 'gl 0081. (d)', and 'BROWN & WILLIAMSON TOBACCO CORPORATION'.",forms_0013_001,forms_0013,forms,visual_factuality,dataset/forms/qa/forms_0013.json,dataset/forms/qa/forms_0013.json::0::forms_0013_001,evaluation
1,"Inconsistent answer across variants. The response provides different field names and values compared to the expected answer, which should remain consistent despite the low contrast variant.",forms_0013_002,forms_0013,forms,robustness,dataset/forms/qa/forms_0013.json,dataset/forms/qa/forms_0013.json::1::forms_0013_002,evaluation
1,"Incorrect field values for % BLACK, % HISPANIC, % WHITE, % OTHER, and % TOTAL. The response also includes unsupported field names and values not present in the form.",forms_0014_001,forms_0014,forms,visual_factuality,dataset/forms/qa/forms_0014.json,dataset/forms/qa/forms_0014.json::0::forms_0014_001,evaluation
1,over-refusal,forms_0014_003,forms_0014,forms,refusal_behavior,dataset/forms/qa/forms_0014.json,dataset/forms/qa/forms_0014.json::2::forms_0014_003,evaluation
1,"Missing field values for FROM, DIV. NAME / NO, DATE TO NYO, NAME OF EVENT, DATE OF EVENT, and # CASES subfields.",forms_0015_001,forms_0015,forms,visual_factuality,dataset/forms/qa/forms_0015.json,dataset/forms/qa/forms_0015.json::0::forms_0015_001,evaluation
1,inconsistent answer on blurred variant,forms_0015_002,forms_0015,forms,robustness,dataset/forms/qa/forms_0015.json,dataset/forms/qa/forms_0015.json::1::forms_0015_002,evaluation
0,,forms_0015_003,forms_0015,forms,refusal_behavior,dataset/forms/qa/forms_0015.json,dataset/forms/qa/forms_0015.json::2::forms_0015_003,evaluation
0,,forms_0016_001,forms_0016,forms,visual_factuality,dataset/forms/qa/forms_0016.json,dataset/forms/qa/forms_0016.json::0::forms_0016_001,evaluation
0,,forms_0016_002,forms_0016,forms,robustness,dataset/forms/qa/forms_0016.json,dataset/forms/qa/forms_0016.json::1::forms_0016_002,evaluation
0,,forms_0016_003,forms_0016,forms,refusal_behavior,dataset/forms/qa/forms_0016.json,dataset/forms/qa/forms_0016.json::2::forms_0016_003,evaluation
0,,forms_0017_001,forms_0017,forms,visual_factuality,dataset/forms/qa/forms_0017.json,dataset/forms/qa/forms_0017.json::0::forms_0017_001,evaluation
0,,forms_0017_002,forms_0017,forms,robustness,dataset/forms/qa/forms_0017.json,dataset/forms/qa/forms_0017.json::1::forms_0017_002,evaluation
0,,forms_0017_003,forms_0017,forms,refusal_behavior,dataset/forms/qa/forms_0017.json,dataset/forms/qa/forms_0017.json::2::forms_0017_003,evaluation
0,,forms_0018_001,forms_0018,forms,visual_factuality,dataset/forms/qa/forms_0018.json,dataset/forms/qa/forms_0018.json::0::forms_0018_001,evaluation
0,,forms_0018_002,forms_0018,forms,robustness,dataset/forms/qa/forms_0018.json,dataset/forms/qa/forms_0018.json::1::forms_0018_002,evaluation
0,,forms_0018_003,forms_0018,forms,refusal_behavior,dataset/forms/qa/forms_0018.json,dataset/forms/qa/forms_0018.json::2::forms_0018_003,evaluation
0,,forms_0019_001,forms_0019,forms,visual_factuality,dataset/forms/qa/forms_0019.json,dataset/forms/qa/forms_0019.json::0::forms_0019_001,evaluation
1,Inconsistent answer across variants,forms_0019_002,forms_0019,forms,robustness,dataset/forms/qa/forms_0019.json,dataset/forms/qa/forms_0019.json::1::forms_0019_002,evaluation
0,,forms_0019_003,forms_0019,forms,refusal_behavior,dataset/forms/qa/forms_0019.json,dataset/forms/qa/forms_0019.json::2::forms_0019_003,evaluation
